kNN	integer_encoded	scaling	0.3090128755364807	0.14972856311221316	0.7407407407407407	0.3185840707964602	0.3	0.5731536926147704
logistic_regression	integer_encoded	scaling	0.3371428571428572	0.12293020439754815	0.6264090177133655	0.2565217391304348	0.49166666666666664	0.5751746506986027
random_forest	integer_encoded	scaling	0.3426294820717131	0.17679818807105005	0.7342995169082126	0.3282442748091603	0.35833333333333334	0.5913423153692614
multilayer_perceptron	integer_encoded	scaling	0.325	0.1633233532934132	0.7391304347826086	0.325	0.325	0.5816616766467065
SVM	integer_encoded	scaling	0.3032069970845481	0.07573187648658186	0.6151368760064412	0.23318385650224216	0.43333333333333335	0.5460079840319361
gradient_boosting	integer_encoded	scaling	0.15384615384615383	0.0880203485539441	0.7874396135265701	0.3333333333333333	0.1	0.5260479041916167
kNN	pybiomed	scaling	0.35036496350364965	0.1722760690898795	0.7133655394524959	0.3116883116883117	0.4	0.5942115768463073
logistic_regression	pybiomed	scaling	0.4533333333333333	0.29860157181838665	0.7359098228663447	0.37777777777777777	0.5666666666666667	0.671556886227545
random_forest	pybiomed	scaling	0.23225806451612901	0.19871865954215398	0.8083735909822867	0.5142857142857142	0.15	0.5580339321357285
multilayer_perceptron	pybiomed	scaling	0.31088082901554404	0.20125929980214444	0.785829307568438	0.410958904109589	0.25	0.5820858283433133
SVM	pybiomed	scaling	0.3954372623574145	0.2360504755075359	0.7439613526570048	0.36363636363636365	0.43333333333333335	0.6258483033932135
gradient_boosting	pybiomed	scaling	0.2011834319526627	0.11393622591133831	0.782608695652174	0.3469387755102041	0.14166666666666666	0.5388972055888224
kNN	protparam	scaling	0.23484848484848486	0.030671619137894433	0.6747181964573269	0.2152777777777778	0.25833333333333336	0.5163922155688623
logistic_regression	protparam	scaling	0.3623853211009174	0.14633333046368519	0.5523349436392915	0.25	0.6583333333333333	0.5926397205588821
random_forest	protparam	scaling	0.4571428571428572	0.3015731110971732	0.7246376811594203	0.36923076923076925	0.6	0.6772455089820358
multilayer_perceptron	protparam	scaling	0.14634146341463417	0.05559504551754174	0.7745571658615137	0.2727272727272727	0.1	0.518063872255489
SVM	protparam	scaling	0.26785714285714285	-0.02762734027424725	0.4718196457326892	0.18292682926829268	0.5	0.4825349301397205
gradient_boosting	protparam	scaling	0.3270440251572327	0.3103906680503881	0.8276972624798712	0.6666666666666666	0.21666666666666667	0.5953592814371258
kNN	bert	scaling	0.34782608695652173	0.15676853536827903	0.6859903381642513	0.2905027932960894	0.43333333333333335	0.5899201596806386
logistic_regression	bert	scaling	0.5165562913907286	0.3837704590423903	0.7648953301127214	0.42857142857142855	0.65	0.7212075848303393
random_forest	bert	scaling	0.4017467248908297	0.2673508317181298	0.7793880837359098	0.42201834862385323	0.38333333333333336	0.6287924151696607
multilayer_perceptron	bert	scaling	0.49193548387096775	0.3656366659352786	0.7971014492753623	0.4765625	0.5083333333333333	0.6873003992015968
SVM	bert	scaling	0.4956268221574343	0.3562765881350855	0.7214170692431562	0.3811659192825112	0.7083333333333334	0.7164421157684632
gradient_boosting	bert	scaling	0.36082474226804123	0.26058719553678933	0.8003220611916264	0.47297297297297297	0.2916666666666667	0.6069111776447105
kNN	seqvec	scaling	0.3394833948339484	0.1599201295501677	0.711755233494364	0.304635761589404	0.38333333333333336	0.58687624750499
logistic_regression	seqvec	scaling	0.5175718849840256	0.3851375115982597	0.7568438003220612	0.41968911917098445	0.675	0.7257235528942115
random_forest	seqvec	scaling	0.38247011952191234	0.22678074055767578	0.750402576489533	0.366412213740458	0.4	0.6171656686626746
multilayer_perceptron	seqvec	scaling	0.47058823529411764	0.34511983760635345	0.7971014492753623	0.4745762711864407	0.4666666666666667	0.6714570858283434
SVM	seqvec	scaling	0.5070422535211269	0.37496081658680624	0.7181964573268921	0.3829787234042553	0.75	0.7302894211576846
gradient_boosting	seqvec	scaling	0.15483870967741936	0.09261007177286969	0.789049919484702	0.34285714285714286	0.1	0.5270459081836328
kNN	sapiens	scaling	0.26515151515151514	0.06929382747238355	0.685064935064935	0.23648648648648649	0.3017241379310345	0.5378620689655172
logistic_regression	sapiens	scaling	0.4120879120879121	0.23959815567030016	0.6525974025974026	0.3024193548387097	0.646551724137931	0.6502758620689656
random_forest	sapiens	scaling	0.3128491620111732	0.2211258662437583	0.8003246753246753	0.4444444444444444	0.2413793103448276	0.5856896551724138
multilayer_perceptron	sapiens	scaling	0.3712121212121212	0.20535711711761026	0.7305194805194806	0.3310810810810811	0.4224137931034483	0.6122068965517242
SVM	sapiens	scaling	0.42815249266862165	0.26413881980172965	0.6834415584415584	0.3244444444444444	0.6293103448275862	0.662655172413793
gradient_boosting	sapiens	scaling	0.15294117647058822	0.041568796033558814	0.7662337662337663	0.24074074074074073	0.11206896551724138	0.5150344827586206
kNN	onehot	scaling	0.29571984435797666	0.11262407158181728	0.7075928917609047	0.2773722627737226	0.31666666666666665	0.5591349365397462
logistic_regression	onehot	scaling	0.4460431654676259	0.2940252275450173	0.7512116316639742	0.3924050632911392	0.5166666666666667	0.6621409485637942
random_forest	onehot	scaling	0.393103448275862	0.22014151692238543	0.715670436187399	0.3352941176470588	0.475	0.6242735470941884
multilayer_perceptron	onehot	scaling	0.3722943722943723	0.22883340738077687	0.7657512116316639	0.38738738738738737	0.35833333333333334	0.6110303941215766
SVM	onehot	scaling	0.40689655172413797	0.23845336251466612	0.7221324717285945	0.34705882352941175	0.49166666666666664	0.6346108884435537
gradient_boosting	onehot	scaling	0.2142857142857143	0.07803189840844897	0.7512116316639742	0.27631578947368424	0.175	0.5323897795591183
