kNN	integer_encoded	scaling	0.4125560538116592	0.019959498361736525	0.28804347826086957	0.9583333333333334	0.26285714285714284	0.5203174603174603	../data/evaluations/5x2cv/training_split_27_b/models/kNN_integer_encoded_scaling.pkl
logistic_regression	integer_encoded	scaling	0.5249999999999999	0.06217120655160597	0.3804347826086957	0.9692307692307692	0.36	0.5688888888888889	../data/evaluations/5x2cv/training_split_27_b/models/logistic_regression_integer_encoded_scaling.pkl
random_forest	integer_encoded	scaling	0.415929203539823	-0.08474782897061725	0.2826086956521739	0.9215686274509803	0.26857142857142857	0.4120634920634921	../data/evaluations/5x2cv/training_split_27_b/models/random_forest_integer_encoded_scaling.pkl
multilayer_perceptron	integer_encoded	scaling	0.37442922374429227	-0.05008341835441227	0.2554347826086957	0.9318181818181818	0.2342857142857143	0.4504761904761905	../data/evaluations/5x2cv/training_split_27_b/models/multilayer_perceptron_integer_encoded_scaling.pkl
SVM	integer_encoded	scaling	0.5622489959839357	-0.01954994583625188	0.4076086956521739	0.9459459459459459	0.4	0.4777777777777778	../data/evaluations/5x2cv/training_split_27_b/models/SVM_integer_encoded_scaling.pkl
gradient_boosting	integer_encoded	scaling	0.08743169398907102	0.048349377841522816	0.09239130434782608	1.0	0.045714285714285714	0.5228571428571429	../data/evaluations/5x2cv/training_split_27_b/models/gradient_boosting_integer_encoded_scaling.pkl
kNN	pybiomed	scaling	0.5587044534412956	0.026937401188058954	0.4076086956521739	0.9583333333333334	0.3942857142857143	0.5304761904761905	../data/evaluations/5x2cv/training_split_27_b/models/kNN_pybiomed_scaling.pkl
logistic_regression	pybiomed	scaling	0.576	0.03427843231246016	0.42391304347826086	0.96	0.4114285714285714	0.5390476190476191	../data/evaluations/5x2cv/training_split_27_b/models/logistic_regression_pybiomed_scaling.pkl
random_forest	pybiomed	scaling	0.15706806282722516	-0.019440394783993478	0.125	0.9375	0.08571428571428572	0.48730158730158724	../data/evaluations/5x2cv/training_split_27_b/models/random_forest_pybiomed_scaling.pkl
multilayer_perceptron	pybiomed	scaling	0.2884615384615385	-0.09102369428382101	0.1956521739130435	0.9090909090909091	0.17142857142857143	0.4190476190476191	../data/evaluations/5x2cv/training_split_27_b/models/multilayer_perceptron_pybiomed_scaling.pkl
SVM	pybiomed	scaling	0.5289256198347108	0.014514415950005117	0.3804347826086957	0.9552238805970149	0.3657142857142857	0.5161904761904762	../data/evaluations/5x2cv/training_split_27_b/models/SVM_pybiomed_scaling.pkl
gradient_boosting	pybiomed	scaling	0.21212121212121213	-0.06666666666666667	0.15217391304347827	0.9130434782608695	0.12	0.4488888888888889	../data/evaluations/5x2cv/training_split_27_b/models/gradient_boosting_pybiomed_scaling.pkl
kNN	protparam	scaling	0.43362831858407086	0.027841344535473538	0.30434782608695654	0.9607843137254902	0.28	0.528888888888889	../data/evaluations/5x2cv/training_split_27_b/models/kNN_protparam_scaling.pkl
logistic_regression	protparam	scaling	0.754325259515571	0.029899514782125616	0.6141304347826086	0.956140350877193	0.6228571428571429	0.5336507936507936	../data/evaluations/5x2cv/training_split_27_b/models/logistic_regression_protparam_scaling.pkl
random_forest	protparam	scaling	0.5609756097560975	0.07623609028503295	0.41304347826086957	0.971830985915493	0.3942857142857143	0.5860317460317461	../data/evaluations/5x2cv/training_split_27_b/models/random_forest_protparam_scaling.pkl
multilayer_perceptron	protparam	scaling	0.02247191011235955	-0.1697694175050314	0.05434782608695652	0.6666666666666666	0.011428571428571429	0.4501587301587301	../data/evaluations/5x2cv/training_split_27_b/models/multilayer_perceptron_protparam_scaling.pkl
SVM	protparam	scaling	0.6838235294117647	0.03757809799716657	0.532608695652174	0.9587628865979382	0.5314285714285715	0.5434920634920636	../data/evaluations/5x2cv/training_split_27_b/models/SVM_protparam_scaling.pkl
gradient_boosting	protparam	scaling	0.1752577319587629	-0.08865580437470146	0.13043478260869565	0.8947368421052632	0.09714285714285714	0.4374603174603175	../data/evaluations/5x2cv/training_split_27_b/models/gradient_boosting_protparam_scaling.pkl
kNN	bert	scaling	0.5587044534412956	0.026937401188058954	0.4076086956521739	0.9583333333333334	0.3942857142857143	0.5304761904761905	../data/evaluations/5x2cv/training_split_27_b/models/kNN_bert_scaling.pkl
logistic_regression	bert	scaling	0.6415094339622641	-0.030134724444093982	0.483695652173913	0.9444444444444444	0.4857142857142857	0.4650793650793651	../data/evaluations/5x2cv/training_split_27_b/models/logistic_regression_bert_scaling.pkl
random_forest	bert	scaling	0.5587044534412956	0.026937401188058954	0.4076086956521739	0.9583333333333334	0.3942857142857143	0.5304761904761905	../data/evaluations/5x2cv/training_split_27_b/models/random_forest_bert_scaling.pkl
