kNN	integer_encoded	scaling	0.35135135135135137	0.1706211737519129	0.7159763313609467	0.3333333333333333	0.37142857142857144	0.5886993603411514
logistic_regression	integer_encoded	scaling	0.3425076452599388	0.14095238889598896	0.6819526627218935	0.2994652406417112	0.4	0.5777985074626866
random_forest	integer_encoded	scaling	0.34920634920634924	0.1563273455453705	0.6967455621301775	0.3142857142857143	0.39285714285714285	0.5844882729211087
multilayer_perceptron	integer_encoded	scaling	0.20100502512562812	0.10064002677186945	0.764792899408284	0.3389830508474576	0.14285714285714285	0.535047974413646
SVM	integer_encoded	scaling	0.3594202898550724	0.1552153856340025	0.6730769230769231	0.3024390243902439	0.44285714285714284	0.5880330490405117
gradient_boosting	integer_encoded	scaling	0.13903743315508021	0.04687900709516503	0.7618343195266272	0.2765957446808511	0.09285714285714286	0.5147121535181237
kNN	pybiomed	scaling	0.28368794326241137	0.09491870598804665	0.7011834319526628	0.28169014084507044	0.2857142857142857	0.5477078891257995
logistic_regression	pybiomed	scaling	0.45882352941176474	0.29256616919677797	0.727810650887574	0.39	0.5571428571428572	0.6647654584221748
random_forest	pybiomed	scaling	0.19999999999999998	0.1503239496260247	0.7869822485207101	0.45	0.12857142857142856	0.5437633262260128
multilayer_perceptron	pybiomed	scaling	0.22340425531914893	0.15718910437941377	0.7840236686390533	0.4375	0.15	0.5498134328358208
SVM	pybiomed	scaling	0.43843843843843844	0.266963071829325	0.7233727810650887	0.37823834196891193	0.5214285714285715	0.648773987206823
gradient_boosting	pybiomed	scaling	0.2111111111111111	0.16579578122577998	0.7899408284023669	0.475	0.1357142857142857	0.5482675906183369
kNN	protparam	scaling	0.18831168831168832	-0.04893389361289772	0.6301775147928994	0.17261904761904762	0.20714285714285716	0.47390724946695095
logistic_regression	protparam	scaling	0.34838709677419355	0.10004184546574368	0.5517751479289941	0.24923076923076923	0.5785714285714286	0.5616737739872069
random_forest	protparam	scaling	0.42388059701492536	0.2466892128189625	0.7144970414201184	0.3641025641025641	0.5071428571428571	0.6378997867803837
multilayer_perceptron	protparam	scaling	0.06796116504854369	-0.08201638240239417	0.7159763313609467	0.10606060606060606	0.05	0.4699626865671642
SVM	protparam	scaling	0.35315985130111527	0.09328430474099625	0.48520710059171596	0.23869346733668342	0.6785714285714286	0.556636460554371
gradient_boosting	protparam	scaling	0.27835051546391754	0.2129709975601548	0.7928994082840237	0.5	0.19285714285714287	0.5712420042643923
kNN	bert	scaling	0.3576642335766424	0.1945704759790204	0.7396449704142012	0.3656716417910448	0.35	0.5957089552238806
logistic_regression	bert	scaling	0.4807121661721068	0.32295220298819344	0.7411242603550295	0.41116751269035534	0.5785714285714286	0.6810767590618338
random_forest	bert	scaling	0.4566929133858268	0.3352884559323482	0.7958579881656804	0.5087719298245614	0.4142857142857143	0.654904051172708
multilayer_perceptron	bert	scaling	0.44525547445255476	0.30445321763467437	0.7751479289940828	0.4552238805970149	0.4357142857142857	0.6497601279317698
SVM	bert	scaling	0.5286103542234333	0.3863948992668907	0.7440828402366864	0.42731277533039647	0.6928571428571428	0.7251599147121535
gradient_boosting	bert	scaling	0.2857142857142857	0.16160628156847684	0.7633136094674556	0.38095238095238093	0.22857142857142856	0.5657782515991472
kNN	seqvec	scaling	0.3333333333333333	0.14483502429114709	0.7041420118343196	0.3125	0.35714285714285715	0.5759594882729211
logistic_regression	seqvec	scaling	0.481994459833795	0.32086318154707155	0.7233727810650887	0.3936651583710407	0.6214285714285714	0.6857142857142857
random_forest	seqvec	scaling	0.4904458598726115	0.3420435675639109	0.7633136094674556	0.4425287356321839	0.55	0.6845149253731343
multilayer_perceptron	seqvec	scaling	0.3236514522821577	0.18517072173469293	0.7588757396449705	0.38613861386138615	0.2785714285714286	0.5814498933901918
SVM	seqvec	scaling	0.48148148148148145	0.3207733363936632	0.6686390532544378	0.3561643835616438	0.7428571428571429	0.6960554371002132
gradient_boosting	seqvec	scaling	0.25	0.14463280163804523	0.7692307692307693	0.38235294117647056	0.18571428571428572	0.5536780383795309
kNN	sapiens	scaling	0.24905660377358488	0.06476724389924432	0.7034277198211625	0.25984251968503935	0.2391304347826087	0.5313851048209479
logistic_regression	sapiens	scaling	0.43458980044345896	0.24854169811364699	0.6199701937406855	0.31309904153354634	0.7101449275362319	0.6533839084210239
random_forest	sapiens	scaling	0.33160621761658027	0.27808476181598385	0.8077496274217586	0.5818181818181818	0.2318840579710145	0.594366043994888
multilayer_perceptron	sapiens	scaling	0.06802721088435375	0.10093600228868499	0.7958271236959762	0.5555555555555556	0.036231884057971016	0.5143635968132256
SVM	sapiens	scaling	0.45012787723785164	0.273638851654424	0.6795827123695977	0.34782608695652173	0.6376811594202898	0.664056339560051
gradient_boosting	sapiens	scaling	0.11612903225806452	0.12914060750416045	0.7958271236959762	0.5294117647058824	0.06521739130434782	0.5251040052206543
kNN	onehot	scaling	0.36111111111111116	0.18814029120481782	0.7274074074074074	0.35135135135135137	0.37142857142857144	0.5959946595460615
logistic_regression	onehot	scaling	0.4379084967320262	0.27635837218090453	0.7451851851851852	0.4036144578313253	0.4785714285714286	0.646762349799733
random_forest	onehot	scaling	0.43067846607669613	0.254241917488512	0.7140740740740741	0.36683417085427134	0.5214285714285715	0.6429572763684913
multilayer_perceptron	onehot	scaling	0.3037974683544304	0.16542612247335448	0.7555555555555555	0.3711340206185567	0.2571428571428571	0.571562082777036
SVM	onehot	scaling	0.45427728613569324	0.2862967004546097	0.725925925925926	0.3869346733668342	0.55	0.6609813084112149
gradient_boosting	onehot	scaling	0.19704433497536944	0.0870881286288446	0.7585185185185185	0.31746031746031744	0.14285714285714285	0.5312416555407209
